Peak,Elev-M,Prom-M,Country,State/Prov,County,Range,Url,PeakBagger PID,Latitude,Longitude,note,osmId,safeToCreate
Zadnji Vogel,2326.8,159.9,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=87972,87972,46.34031,13.79831,matched via strong spatial match,2914618330,false
Vernar,2221.1,200,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88052,88052,46.361195,13.861461,matched via strong spatial match,2914618315,false
Mali Draški vrh,2131.8,190.5,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=49780,49780,46.36298,13.89156,matched via strong spatial match,1936298585,false
Velika Baba,2125.5,189.3,Austria/Slovenia,Kärnten/Gorenjska,Völkermarkt,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=88002,88002,46.37936,14.55596,matched via strong spatial match,474860432,false
Vajnež,2102.9,154.3,Austria/Slovenia,Kärnten/Gorenjska,Klagenfurt-Land,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=87970,87970,46.44306,14.15108,unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Gajine; 0 Žbajnek) (nearest 721.8m),,false
Srebrnjak,2100.1,169,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=87944,87944,46.378619,13.69899,matched via strong spatial match,8942557424,false
Veliki vrh,2086.3,164.7,Austria/Slovenia,Kärnten/Gorenjska,Klagenfurt-Land,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=88128,88128,46.43068,14.30957,matched via strong spatial match,1330277050,false
Veliki Lemež,2042.4,196.9,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=87952,87952,46.28819,13.6721,"matched via exact name (spatial diff: 108.7m, elev diff: 7m)",1595165486,false
Velika Baba,2015.7,185.1,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88132,88132,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Velika Baba),,false
Mahavšček,2005.6,153.9,Slovenia,Goriška/Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=49784,49784,,,matched via exact name,826487944,false
Matkova kopa,1959,163.5,Austria/Slovenia,Kärnten/Savinjska,Völkermarkt,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96686,96686,,,matched via exact name,3849351506,false
Macesnovec,1926.9,151.3,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=96704,96704,,,matched via exact name,1369757864,false
Mala Ruša,1922.2,192.8,Italy/Slovenia,Friuli-Venezia-Giulia/Goriška,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=113061,113061,,,unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Mali Ružić; 0 Mala Peša; 0 Mala Raduča),,false
Visoki Kurji vrh,1829.5,192.8,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=92678,92678,,,matched via exact name,2417993901,false
Plešivec,1802.3,163.8,Austria/Slovenia,Kärnten/Gorenjska,Völkermarkt,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113062,113062,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Plešivec),,false
Klek,1753.2,167.8,Austria/Slovenia,Kärnten/Gorenjska,Villach-Land,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=92676,92676,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Klek),,false
Suhi vrh,1646.3,159.6,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=128434,128434,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Suhi vrh),,false
Veliki Travnik,1636.8,184.9,Slovenia,Koroška/Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=87990,87990,,,matched via exact name,4361355282,false
Veliki Muzec,1629.9,190,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=92694,92694,,,unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Veliki Muzci; 0 Veliki Humec),,false
Čofatijev vrh,1605.8,191.7,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=131056,131056,,,matched via exact name,9762451358,false
Veliki vrh,1545.2,164.3,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=148571,148571,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Veliki vrh),,false
Velika Kopa,1541.7,168.9,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=88020,88020,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Velika Kopa),,false
Kravja Črna gora,1541.1,174.7,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=47616,47616,,,matched via exact name,3850321607,false
Mesnovec,1539.1,189.6,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=113056,113056,,,matched via exact name,2526253547,false
Ruševa glava,1522.2,165.3,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=149176,149176,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Ruševa glava),,false
Bukovec,1506.2,190.1,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96711,96711,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Bukovec),,false
Travica,1502.6,168.7,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=135194,135194,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Travica),,false
Črni vrh,1486.7,158.3,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=121499,121499,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Črni vrh),,false
Veliki Bukovec,1444.5,199.6,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=154961,154961,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Veliki Bukovec),,false
Peak 1397,1397,184.8,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=154587,154587,,,unresolved: no confident spatial match and no strong-name match,,true
Kruljčev vrh,1373.5,179.2,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=135196,135196,,,matched via exact name,2836467493,false
Veliki Črmenjak,1352.7,151.9,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=154963,154963,,,matched via exact name,8972482580,false
Krikov vrh,1300.1,153.7,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=124134,124134,,,matched via exact name,2526459386,false
Planski vrh,1299.1,179.9,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=124113,124113,,,matched via exact name,2526253571,false
Škodovnik,1260.4,179.5,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=113046,113046,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Škodovnik),,false
Strgarija,1255.9,159.6,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=135198,135198,,,matched via exact name,2836467811,false
Kavnikov vrh,1251.6,182.2,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=144208,144208,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Kavnikov vrh),,false
Javornik,1240.6,167.3,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=88000,88000,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Javornik),,false
Kranjčev vrh,1230.6,198.8,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=105799,105799,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Kranjčev vrh),,false
Ludranski vrh,1219.4,197.7,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=131055,131055,,,matched via exact name,1594992987,false
Jesenik,1196.3,172.7,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=128104,128104,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Jesenik),,false
Hom,1193.1,157.9,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=144205,144205,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Hom),,false
Molakov vrh,1183.9,181.5,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=144209,144209,,,"unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Golikov vrh; 0 Mrakov vrh; 0 Mrakov vrh, ...)",,false
Veliki vrh,1165.1,167.3,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=128103,128103,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Veliki vrh),,false
Kremžarjev vrh,1164.6,173.5,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=92703,92703,,,matched via exact name,429966623,false
Štedel vrh,1156.3,166.2,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=128413,128413,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Štedel vrh),,false
Pleče,1131.4,150.2,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=124136,124136,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Pleće),,false
Lonica,1122.8,152.9,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=97007,97007,,,matched via exact name,2704978310,false
Kalični vrh,1117.5,153.4,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=127994,127994,,,matched via exact name,4666703780,false
Brinoh,1083.3,166.6,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=119391,119391,,,matched via exact name,8566991592,false
Vrhovec,1078.1,181.8,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=161532,161532,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Vrhovec),,false
Debela gora,1074.7,193.3,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=134521,134521,,,matched via exact name,4506192791,false
Blošček,1060.9,199,Slovenia,Jugovzhodna Slovenija/Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=96696,96696,,,matched via exact name,8570749272,false
Šteknetov vrh,1060.5,169.7,Slovenia,Koroška,,Noric Alps,https://www.peakbagger.com/peak.aspx?pid=107654,107654,,,matched via exact name,9762264897,false
Malenski vrh,1052.2,183.9,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113048,113048,,,matched via exact name,2365859049,false
Šop,998.9,191.7,Slovenia,Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=113063,113063,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Šop),,false
Rojčev vrh,993.3,163.3,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=155056,155056,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Rojčev vrh),,false
Kačarjevo,992.9,192.4,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=134203,134203,,,unresolved: no confident spatial match and no strong-name match,,true
Šorta,988,174.7,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=128410,128410,,,matched via exact name,2526459524,false
Škofje,973.9,162.4,Slovenia,Goriška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=141503,141503,,,matched via exact name,2709356995,false
Gabrška gora,963.3,164.8,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113055,113055,,,matched via exact name,9410569620,false
Šentviška Tura,962.8,155.2,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=148834,148834,,,matched via exact name,4843194882,false
Kovk,961.3,152.3,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=113051,113051,,,matched via exact name,699558617,false
Nebeška gora,958.9,150.9,Slovenia,Posavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113075,113075,,,matched via exact name,4388675708,false
Miklavška gora,956.9,155.5,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113050,113050,,,matched via exact name,9410928661,false
Veliki Rogatec,948.7,151.9,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=148837,148837,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Veliki Rogatec),,false
Vovar,942.3,173.5,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113078,113078,,,matched via exact name,6045846214,false
Strmec,937.1,189.7,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113049,113049,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Strmec),,false
Reška planina,925.7,166.9,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113074,113074,,,matched via exact name,9807217551,false
Kucelj,920.1,183.2,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=164292,164292,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Kucelj),,false
Mačkovec,911.4,153.9,Slovenia,Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=133599,133599,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Mačkovec),,false
Pečka,911.2,160.9,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=105807,105807,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Pečka),,false
Kapič,904.8,192,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=128125,128125,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Kapić),,false
Orljek,894.9,184.3,Slovenia,Zasavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113057,113057,,,matched via exact name,597442287,false
Marutnik,891.8,186.7,Slovenia,Goriška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=154985,154985,,,matched via exact name,9408213288,false
Vrh Svetih Treh kraljev,885.1,169.2,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96635,96635,,,matched via exact name,10157934499,false
Lomek,883.7,153.3,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=144215,144215,,,matched via exact name,9451100162,false
Kuželjska stena,873.1,170.7,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=107925,107925,,,matched via exact name,6592278885,false
Janški vrh,871.9,150,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=143758,143758,,,matched via exact name,10111670589,false
Osrednik,866.8,192.5,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=154988,154988,,,matched via exact name,9678308821,false
Osolnik,858.1,165.1,Slovenia,Osrednjeslovenska/Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96626,96626,,,matched via exact name,4021981396,false
Brezovec,857.8,184.7,Slovenia,Posavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=144671,144671,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Brezovec),,false
Križna gora,857.3,178.5,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=134200,134200,,,matched via exact name,746776282,false
Sveti Anton na Pohorju,855.8,158.3,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=142630,142630,,,unresolved: no confident spatial match and no strong-name match,,false
Golarjev vrh,843.4,167.6,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=143530,143530,,,matched via exact name,9238648961,false
Veliki Kovk,839.1,151.4,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=161543,161543,,,matched via exact name,9411063296,false
Peak 837,837.1,176.8,Slovenia,Zasavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=130414,130414,,,unresolved: no confident spatial match and no strong-name match,,true
Trstenik,837.1,168.6,Slovenia,Obalno-kraška,,,https://www.peakbagger.com/peak.aspx?pid=135182,135182,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Trstenik),,false
Sedlata gorica,824.7,190,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=113045,113045,,,matched via exact name,9783683581,false
Planica,823.7,182.2,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=128411,128411,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Planica),,false
Plešivec,820.8,168,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=47617,47617,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Plešivec),,false
Somova gora,820.2,151.9,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=126120,126120,,,matched via exact name,9644000236,false
Ljubljanski vrh,818.6,169.2,Slovenia,Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=133606,133606,,,matched via exact name,3012374604,false
